Dialogue_ID,Utterance_ID,Emotion,Word_Count,Char_Count,Sentiment_Polarity,Audio_Duration,MFCCs,Utterance,Clean_Utterance
0,11,neutral,11,66,0.8979,8.32,"[-213.18719482421875, 66.04927825927734, -8.431421279907227, 7.733182907104492, -9.950092315673828, 1.9496949911117554, -13.780267715454102, -1.018484354019165, -9.497314453125, -0.8919711709022522, -3.5772690773010254, -4.2311506271362305, -3.335240125656128]","All right then, well have a definite answer for you on Monday, but I think I can say with some confidence, youll fit in well here.",right well definite answer monday think say confidence youll fit well
0,12,surprise,1,6,0.0,3.050666666666667,"[-242.56703186035156, 45.90544509887695, 1.4543733596801758, 12.698055267333984, -3.7276859283447266, 8.39130973815918, -7.244265079498291, 0.43687811493873596, -8.233325004577637, -0.7407715320587158, -4.072818279266357, -1.8576760292053223, -2.5250346660614014]",Really?!,really
0,13,neutral,2,16,0.4877,3.136,"[-242.7650604248047, 46.88395690917969, -1.5028153657913208, 16.364004135131836, -2.9740936756134033, 2.5010008811950684, -9.954560279846191, 3.754847764968872, -3.5625579357147217, 1.424708366394043, -3.7247040271759033, -0.9150425791740417, -6.121032238006592]",Absolutely.  You can relax,absolutely relax
1,0,surprise,4,24,0.0,2.474666666666667,"[-302.14996337890625, 92.3201904296875, -38.430484771728516, -0.03080049529671669, -24.595993041992188, 4.567866325378418, -12.302199363708496, -4.73073148727417, -8.536877632141113, 2.0596601963043213, -6.432864665985107, 0.7985023856163025, -10.918761253356934]",But then who? The waitress I went out with last month?,waitress went last month
1,1,sadness,2,11,-0.2942,2.2186666666666666,"[-386.64849853515625, 68.85152435302734, -19.915191650390625, 5.821279525756836, -10.24809741973877, -6.266926288604736, -9.027830123901367, 7.278836250305176, -4.8116936683654785, 3.171501398086548, -3.994751453399658, -0.14767123758792877, -0.9375280141830444]",You know? Forget it!,know forget
1,2,surprise,2,19,0.0,4.757333333333333,"[-338.0644836425781, 78.69384765625, -41.65687942504883, 3.3885276317596436, -21.900197982788086, -4.666820049285889, -6.329777240753174, 4.817154884338379, -4.926509380340576, -3.6718320846557617, -4.519554138183594, -0.4457639157772064, -2.6433095932006836]","No-no-no-no, no! Who, who were you talking about?",no-no-no-no talking
1,3,fear,5,29,0.0,2.517333333333333,"[-311.5123596191406, 87.39134979248047, -49.919654846191406, -1.3787434101104736, -25.468351364135742, -0.8539820909500122, -9.941973686218262, -9.02350902557373, 4.473788738250732, 1.9709581136703491, -3.9786431789398193, -6.89691686630249, -8.11395263671875]","No, I-I-I-I don't, I actually don't know",i-i-i-i n't actually n't know
1,4,neutral,1,2,0.0,1.1733333333333331,"[-353.69696044921875, 89.42767333984375, -30.467683792114258, 27.169198989868164, -12.4133939743042, -3.0371346473693848, -5.061362266540527, -2.886328935623169, -6.90583610534668, 0.32848888635635376, -8.410723686218262, -5.657662868499756, -6.477522373199463]",Ok!,ok
1,5,neutral,3,14,0.2732,1.472,"[-431.7351989746094, 68.81632232666016, -15.691279411315918, 14.743303298950195, -5.970109462738037, 12.771271705627441, -4.580440521240234, 1.9581589698791504, -0.900835394859314, 9.89909553527832, 3.2657883167266846, 1.119389533996582, -8.203628540039062]","All right, well...",right well ...
1,8,neutral,2,9,0.5848,2.005333333333333,"[-444.7196044921875, 48.81375503540039, -9.552027702331543, 12.318302154541016, -1.8641786575317383, 10.551721572875977, -5.190759181976318, 3.7200517654418945, 2.0565474033355713, 4.245424747467041, -6.598020076751709, -0.5814422965049744, -5.000932693481445]","Yeah, sure!",yeah sure
2,0,neutral,2,7,0.0,1.088,"[-246.57675170898438, 110.08809661865234, -19.017353057861328, 35.70473098754883, -7.618342876434326, 7.789718151092529, -4.5629496574401855, 4.888883590698242, -1.2858747243881226, 5.514451503753662, -5.178073406219482, 2.0646679401397705, -3.5054707527160645]","Hey, Mon.",hey mon
2,1,neutral,6,39,-0.3612,1.4506666666666668,"[-248.5929412841797, 68.69354248046875, -1.7162408828735352, 18.45063018798828, -4.773171901702881, -0.4039875864982605, -5.387874603271484, 3.913107395172119, -2.0264475345611572, -0.9348259568214417, -4.347591876983643, -1.16169273853302, -0.18255244195461273]",Hey-hey-hey. You wanna hear something that sucks.,hey-hey-hey wan na hear something sucks
2,2,joy,1,4,0.0,1.834666666666667,"[-265.88446044921875, 90.35331726074219, -7.745634078979492, 21.95637321472168, -6.29902458190918, 6.470184803009033, -7.19014835357666, 3.231290578842163, -0.817462682723999, 0.7431629300117493, -3.7756686210632324, 5.584125518798828, -2.472031593322754]",Do I ever.,ever
2,3,sadness,5,26,0.0,1.6853333333333331,"[-245.44271850585938, 91.01144409179688, -16.585901260375977, 10.876547813415527, -8.70528507232666, 6.903423309326172, -5.425482273101807, -0.28129687905311584, 3.4550397396087646, -3.573591947555542, -10.012711524963379, -1.854085087776184, -0.5193307399749756]",Chris says theyre closing down the bar.,chris says theyre closing bar
2,4,surprise,1,3,-0.3595,1.024,"[-313.7887268066406, 101.2912826538086, 1.3326138257980347, 26.040956497192383, -6.447723865509033, 5.5998454093933105, 0.10876960307359695, 6.338118553161621, -4.514076232910156, 0.09927375614643097, -6.648715972900391, 3.2652366161346436, -4.801145076751709]",No way!,way
2,5,neutral,7,46,0.296,2.2186666666666666,"[-269.8360595703125, 83.65882873535156, -10.169877052307129, 28.81822967529297, -8.796916007995605, 4.5177531242370605, -4.704461097717285, 3.1901018619537354, -5.8155035972595215, -4.40924072265625, -2.815383195877075, -0.6266424059867859, 0.7616541385650635]","Yeah, apparently theyre turning it into some kinda coffee place.",yeah apparently theyre turning kinda coffee place
2,6,disgust,4,18,0.0,4.8,"[-251.58782958984375, 87.92011260986328, -12.491273880004883, 23.67919921875, -11.817464828491211, 7.397242069244385, -6.9924540519714355, 1.2960454225540161, -1.5917119979858398, 1.3927552700042725, -6.9216179847717285, 2.0446243286132812, -0.7159768342971802]",Just coffee! Where are we gonna hang out now?,coffee gon na hang
2,7,sadness,1,3,0.0,2.688,"[-241.81744384765625, 92.03302001953125, -20.211551666259766, 22.77094078063965, -14.427600860595703, 5.67230224609375, -8.911883354187012, 3.2474358081817627, -0.7011398077011108, 3.0308022499084473, -7.293184280395508, 2.470982789993286, -0.15486782789230347]",Got me.,got
2,8,neutral,2,8,0.0,0.64,"[-253.8985137939453, 95.66175842285156, -25.551652908325195, 23.75267219543457, -6.089483737945557, -3.3955142498016357, -14.1880521774292, -4.421258926391602, -0.004326320718973875, -0.09729684889316559, -9.01775074005127, 1.9615333080291748, -6.52385950088501]",Can I get a beer.,get beer
2,9,neutral,3,17,0.0,1.9626666666666663,"[-269.7398681640625, 77.62822723388672, 0.6098771691322327, 27.24500846862793, -8.819558143615723, 6.082424163818359, -5.074157238006592, 1.1601436138153076, -8.753700256347656, 0.9519794583320618, -3.3045876026153564, -5.646097660064697, -4.064088344573975]","Hey, did you pick a roommate?",hey pick roommate
2,10,joy,1,6,0.0,0.8106666666666666,"[-297.88092041015625, 82.75032043457031, 0.6286119818687439, 44.150657653808594, -6.306182861328125, 2.434335231781006, -13.77503490447998, 4.0749287605285645, -1.816543459892273, -3.669097661972046, -5.942402362823486, 8.126383781433105, -0.04459627717733383]",You betcha!,betcha
2,11,neutral,2,11,0.0,1.1733333333333331,"[-245.6107177734375, 69.56369018554688, -9.244091033935547, 30.286540985107422, -9.689127922058105, -0.31439635157585144, 5.6466965675354, -2.9304592609405518, -8.599664688110352, -1.978236198425293, -0.8134844303131104, 1.047984004020691, -0.5501208305358887]",Is it the Italian guy?,italian guy
2,12,joy,3,16,0.3595,1.216,"[-248.986328125, 83.61205291748047, -15.841272354125977, 29.537662506103516, -4.575303077697754, 1.6091372966766357, -5.486618518829346, 4.874923229217529, -12.021761894226074, -5.400123596191406, -5.865897178649902, 9.340643882751465, -7.927222728729248]","Um-mm, yeah right!",um-mm yeah right
3,0,surprise,6,25,0.1739,2.3466666666666667,"[-342.93914794921875, 86.77013397216797, -56.439571380615234, 2.689513921737671, -21.96234703063965, -0.8611293435096741, -10.679542541503906, -6.0199666023254395, -3.152646541595459, -4.061500072479248, -13.052799224853516, 3.163694143295288, 3.224552869796753]","Oh my God, oh my God! Poor Monica!",oh god oh god poor monica
3,3,neutral,2,10,0.0,2.432,"[-372.7974548339844, 65.57637786865234, -35.98663330078125, 4.822218418121338, -21.7824764251709, 3.155576467514038, -15.267616271972656, -12.007288932800293, -6.08965539932251, -12.232263565063477, -17.564870834350586, -8.855894088745117, -3.018968343734741]",He was with her when he wrote this poem.,wrote poem
3,4,neutral,6,36,-0.3327,2.837333333333333,"[-366.4923095703125, 57.24113845825195, -35.848060607910156, 13.17555046081543, -21.217063903808594, -9.001618385314941, -5.648809432983398, -4.414947032928467, -3.284391164779663, -10.209342956542969, -15.809779167175293, -12.973458290100098, -5.946403503417969]","Look,  'My vessel so empty with nothing inside.",look 'my vessel empty nothing inside
3,5,neutral,5,30,-0.1779,2.9226666666666667,"[-413.1070861816406, 51.07212829589844, -23.97047996520996, 22.709980010986328, -14.601969718933105, -4.456281661987305, -4.002535343170166, 4.603447914123535, -4.607077121734619, -7.992833614349365, -9.530377388000488, -6.133612155914307, -7.527267932891846]","Now that I've touched you, you seem emptier still.'",'ve touched seem emptier still
3,6,surprise,5,30,-0.4389,2.9226666666666667,"[-356.9347839355469, 31.069660186767578, -19.037364959716797, 28.21951675415039, -17.857894897460938, -9.543229103088379, 3.8316032886505127, -3.234895706176758, -8.890853881835938, -0.9720407724380493, -9.06596565246582, 1.690359354019165, 4.411576747894287]","He thinks Monica is empty, she is the empty vase!",thinks monica empty empty vase
3,8,sadness,7,33,0.7975,2.752,"[-425.1315002441406, 74.67801666259766, -17.047893524169922, 12.498251914978027, -12.008598327636719, 6.700049877166748, 3.876732587814331, 3.308734178543091, -3.4217922687530518, 2.666156530380249, -3.988224744796753, -1.5965560674667358, -8.592540740966797]","Oh, totally. Oh, God, oh, she seemed so happy too.",oh totally oh god oh seemed happy
3,9,neutral,1,4,0.0,1.5146666666666666,"[-381.5347595214844, 79.86827850341797, -29.422584533691406, 7.578123569488525, -22.5766658782959, 2.540177583694458, -14.853209495544434, -6.48691987991333, -3.7602713108062744, 11.524856567382812, -3.243626594543457, -1.7043527364730835, -3.489583969116211]",Done.,done
4,0,surprise,1,3,0.0,0.9386666666666666,"[-320.251953125, 71.25789642333984, -14.818784713745117, 23.114831924438477, -18.77902603149414, -15.753175735473633, -6.535706520080566, 2.2698049545288086, -11.164071083068848, 11.221919059753418, -9.377660751342773, -10.174027442932129, -16.146343231201172]",Hey!,hey
4,1,joy,1,2,0.0,0.128,"[-363.56787109375, 61.82086181640625, -16.907550811767578, 34.446537017822266, -1.9483486413955688, -16.92545509338379, -7.079257011413574, -3.3258602619171143, -21.430360794067383, -8.668956756591797, -7.3029327392578125, -7.810911655426025, 0.3023097813129425]",Hi!,hi
4,3,neutral,6,34,0.0,2.752,"[-300.9337158203125, 95.39464569091797, -0.2580854594707489, 11.250716209411621, -7.172860622406006, 11.999940872192383, -20.551559448242188, -3.541299343109131, -15.13180923461914, -4.95792293548584, -5.035966396331787, -7.8961968421936035, -9.604618072509766]","Ah y'know, this building is on my paper route so I...",ah y'know building paper route ...
4,4,neutral,1,2,0.0,1.344,"[-269.07305908203125, 100.08059692382812, -27.375150680541992, 6.62455940246582, -17.95075225830078, 6.478219509124756, -13.214876174926758, -7.685013771057129, -2.131188154220581, -0.2549786865711212, -14.649870872497559, -4.8356428146362305, -9.430949211120605]",Oh.,oh
4,5,neutral,1,2,0.0,0.0853333333333333,"[-304.6929016113281, 82.81429290771484, -32.930965423583984, 1.2339917421340942, -10.460801124572754, 5.7709527015686035, -5.001041889190674, -9.054659843444824, 3.598019599914551, -7.098264217376709, -22.035154342651367, 2.86215877532959, -2.153709888458252]",Hi.,hi
4,6,neutral,1,2,0.0,0.256,"[-364.5797119140625, 47.19166946411133, -13.76069164276123, 11.609594345092773, -12.308609962463379, 0.5852420330047607, -14.777180671691895, 4.036203384399414, -3.813967704772949, -0.09037743508815765, -18.54330825805664, -0.08621295541524887, -2.3525195121765137]",Hi.,hi
4,7,neutral,2,5,0.0,1.0453333333333332,"[-388.2051696777344, 102.88037109375, -2.2998428344726562, 9.127899169921875, -15.313068389892578, 4.441987991333008, -19.792091369628906, -2.288527250289917, -16.150957107543945, -6.868937015533447, -3.2370245456695557, -2.2036502361297607, -7.816967487335205]",Howd did it go?,howd go
4,8,joy,20,119,0.9052,8.064,"[-352.4973449707031, 84.41407012939453, -14.950523376464844, 7.455054759979248, -19.999914169311523, -0.022386934608221054, -8.770705223083496, -5.581078052520752, -1.0601669549942017, -4.208656311035156, -13.664015769958496, -9.7405424118042, -10.38054370880127]","Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldnt shut up.",oh well woman interviewed pretty tough y'know thank god mark coached started talking fall line got happy wouldnt shut
4,9,joy,2,8,0.5256,1.3653333333333333,"[-368.11029052734375, 99.81659698486328, -1.443769097328186, 17.073991775512695, -8.781549453735352, 1.2526981830596924, -17.540422439575195, 0.18469473719596863, -18.521770477294922, -8.122549057006836, -11.108508110046387, -10.78311824798584, -7.667995929718018]",Im so proud of you.,im proud
4,11,sadness,12,55,-0.6346,9.301333333333334,"[-402.4578552246094, 94.191162109375, 7.410731792449951, 11.730935096740723, -6.213038444519043, 9.42103099822998, -13.792449951171875, 1.563520073890686, -13.648287773132324, -4.783839702606201, -6.484971523284912, -4.162356376647949, -10.677362442016602]","Listen, Im ah, Im sorry Ive been so crazy and jealous and, its just that I like you a lot, so...",listen im ah im sorry ive crazy jealous its like lot ...
4,12,neutral,1,4,0.0,1.0453333333333332,"[-357.6295166015625, 104.79505157470703, 1.6121574640274048, 13.694080352783203, -7.716270446777344, 14.796148300170898, -3.532243490219116, -0.051589690148830414, -5.6829447746276855, 0.4580548107624054, -13.550238609313965, -0.47574347257614136, -9.884233474731445]",I know.,know
4,13,neutral,1,4,0.296,0.4053333333333333,"[-351.6907653808594, 110.10343170166016, 5.870172500610352, 22.853010177612305, 3.2737176418304443, 1.0875943899154663, -12.832499504089355, 11.10526180267334, -6.959580421447754, 0.9232860207557678, -10.295708656311035, -0.9241295456886292, -10.458385467529297]",Yeah.,yeah
4,14,neutral,1,4,0.296,0.6613333333333333,"[-362.7034606933594, 99.7221450805664, 12.028657913208008, 18.74673843383789, -7.566689491271973, 9.526603698730469, -12.04633903503418, 3.914163827896118, -4.729931831359863, 2.8123602867126465, -4.314139366149902, 0.7371798753738403, -4.583746910095215]",Yeah.,yeah
5,0,neutral,1,9,0.0,1.728,"[-397.2283630371094, 66.09305572509766, -40.209285736083984, 41.436866760253906, -29.490966796875, -11.744302749633789, -19.111818313598633, -1.7876543998718262, -8.227381706237793, -7.977173805236816, 3.4851207733154297, -9.866992950439453, -4.786268711090088]",Ameri-can.,ameri-can
5,1,neutral,1,10,0.0,0.1706666666666666,"[-320.20672607421875, 53.22538757324219, -24.272966384887695, 51.49614334106445, -26.97972869873047, -8.700798034667969, -28.221338272094727, -4.276230335235596, -10.011336326599121, -14.173096656799316, -2.102261781692505, -2.5499684810638428, -4.291174411773682]",Ameri-ccan.,ameri-ccan
5,2,neutral,3,19,0.0,2.9226666666666667,"[-335.6873779296875, 63.41667556762695, -49.79383850097656, 34.55308532714844, -34.030670166015625, -16.990205764770508, -23.484420776367188, -1.2343083620071411, -11.523985862731934, -7.762966156005859, -1.1958867311477661, -7.3293681144714355, -1.6125030517578125]",Ameri-can. Y'know its a,ameri-can y'know its
5,3,surprise,1,9,0.0,2.837333333333333,"[-240.20303344726562, 41.90117645263672, -12.979145050048828, 20.054763793945312, -17.74288558959961, -8.844578742980957, -14.384514808654785, -8.641746520996094, -18.755752563476562, -8.343646049499512, -12.011240005493164, -9.34600830078125, -7.044172763824463]",Everybody!!,everybody
6,0,joy,7,32,0.7701,3.2213333333333334,"[-138.77783203125, 63.18607711791992, -38.08778762817383, 3.9990358352661133, -16.24448585510254, 8.141690254211426, -11.717303276062012, -7.206711769104004, -1.8269178867340088, 6.34004545211792, -7.070580005645752, 3.5736536979675293, -14.49221420288086]",Good job Joe! Well done! Top notch!,good job joe well done top notch
6,1,surprise,3,18,0.7394,1.6,"[-199.6553192138672, 76.00728607177734, -12.44077205657959, 22.10958480834961, 2.201486110687256, 5.442910671234131, -16.293376922607422, -0.6800448298454285, -5.994419574737549, 4.563777923583984, -6.425469875335693, -3.676104784011841, -1.8605101108551025]",You liked it? You really liked it?,liked really liked
6,2,joy,2,13,0.3595,1.6853333333333331,"[-156.53880310058594, 82.72737884521484, -20.458866119384766, 16.359142303466797, -29.665916442871094, -0.8382819294929504, -7.211630821228027, -5.701332092285156, 0.17643392086029053, -3.494156837463379, -2.2338316440582275, 0.4781688153743744, -9.557490348815918]","Oh-ho-ho, yeah!",oh-ho-ho yeah
6,3,neutral,2,12,0.0,1.984,"[-168.9381103515625, 86.73519897460938, -11.753201484680176, 5.39542818069458, -5.247917652130127, 9.557145118713379, -11.011151313781738, -0.9368069767951965, -2.65433931350708, 6.158649921417236, -8.079618453979492, 0.09274733066558838, -5.084990978240967]",Which part exactly?,part exactly
6,4,neutral,3,14,0.0,2.56,"[-188.81588745117188, 73.88135528564453, -3.947890281677246, 15.183157920837402, -18.437911987304688, 3.8797900676727295, -14.282055854797363, -0.6706434488296509, 2.2753186225891113, -3.1647093296051025, 0.10431037843227386, 1.4980753660202026, -9.173965454101562]",The whole thing! Can we go?,whole thing go
6,5,anger,4,26,0.0,2.389333333333333,"[-153.3004913330078, 75.43037414550781, -1.1028335094451904, 15.42426586151123, -14.038378715515137, 3.789224147796631, -19.854530334472656, 0.34360262751579285, -3.2443881034851074, 1.546905279159546, -8.92300796508789, -2.254896640777588, -6.451506614685059]","Oh no-no-no, give me some specifics.",oh no-no-no give specifics
6,6,joy,5,34,0.8655,4.053333333333334,"[-163.16409301757812, 58.45555877685547, -11.32107925415039, 11.850981712341309, -11.690688133239746, 9.143733024597168, -16.355846405029297, -5.808269023895264, -5.018880844116211, -0.7382672429084778, -6.65298318862915, -0.5969700217247009, -4.661170959472656]","I love the specifics, the specifics were the best part!",love specifics specifics best part
6,7,neutral,6,36,0.4329,5.056,"[-192.93028259277344, 89.4528579711914, -8.165519714355469, 18.5118350982666, -9.203668594360352, 2.2138562202453613, -6.211082458496094, -2.726034641265869, -13.238480567932129, -0.18241757154464722, -11.060182571411133, -4.9144368171691895, -4.134706497192383]","Hey, what about the scene with the kangaroo? Did-did you like that part?",hey scene kangaroo did-did like part
6,8,surprise,6,37,-0.4588,5.632,"[-176.9561767578125, 81.33301544189453, -21.084257125854492, 13.38615608215332, -17.276996612548828, 0.8884477615356445, -11.546764373779297, -6.730201721191406, -4.806771755218506, -7.2903265953063965, -6.036290645599365, -2.1160168647766113, -7.386329174041748]",I was surprised to see a kangaroo in a World War I epic.,surprised see kangaroo world war epic
6,9,anger,2,11,0.0,1.0026666666666666,"[-160.58282470703125, 52.97926330566406, -3.0337769985198975, -2.3671388626098633, -13.213348388671875, 7.7028584480285645, -16.501983642578125, 2.729989528656006, -17.236162185668945, -6.405065536499023, -2.866145372390747, -11.097990989685059, -7.305450916290283]",You fell asleep!!,fell asleep
6,10,anger,1,8,-0.3595,1.3653333333333333,"[-176.99432373046875, 73.37893676757812, -1.3494292497634888, 0.16074517369270325, -20.512109756469727, 2.259624481201172, -18.072067260742188, 3.1387858390808105, -15.432613372802734, -10.72470760345459, -6.390981197357178, -8.433370590209961, -15.428277969360352]",There was no kangaroo!,kangaroo
6,11,anger,3,20,0.0,3.3706666666666667,"[-168.37600708007812, 60.60649490356445, -25.7359619140625, 12.371334075927734, -21.33444595336914, -1.3466334342956543, -18.48084259033203, -2.9734818935394287, -5.7737298011779785, -3.909545660018921, -10.222062110900879, -3.6877317428588867, -8.157496452331543]",They didnt take any of my suggestions!,didnt take suggestions
6,12,neutral,3,15,0.0,1.28,"[-199.23472595214844, 97.78855895996094, -25.649423599243164, 15.33540153503418, -18.91461181640625, -1.1528064012527466, -2.179832935333252, -3.974128484725952, -15.30309772491455, -0.10887423157691956, -9.535110473632812, 4.636021137237549, -7.272272109985352]",Thats for coming buddy.,thats coming buddy
6,13,neutral,3,13,0.0,0.9386666666666666,"[-265.9102783203125, 90.89315795898438, -24.486665725708008, 28.960254669189453, 1.645674467086792, -0.06834001839160919, -15.008983612060547, -13.653359413146973, -10.542598724365234, 3.1123437881469727, -4.659628868103027, 4.841379165649414, -3.4462060928344727]",Ill see you later.,ill see later
6,14,sadness,2,6,0.0,0.5973333333333334,"[-294.8597717285156, 98.68154907226562, -1.5755409002304077, 5.414551734924316, -17.8067626953125, 6.599610328674316, 6.547505855560303, 0.8471078276634216, -6.900302886962891, -4.772731781005859, -0.774802565574646, 0.07685738801956177, -5.6927080154418945]",Dont go!,dont go
6,15,sadness,2,8,-0.0772,0.704,"[-168.23143005371094, 57.10551071166992, -28.786134719848633, 15.826584815979004, -28.661596298217773, 11.16115665435791, 2.9783437252044678, -0.14559169113636017, 11.628815650939941, -9.417329788208008, 0.3709821403026581, -0.07542809098958969, -7.302159786224365]",Im sorry.,im sorry
6,16,sadness,2,8,-0.2228,1.3013333333333332,"[-189.0542755126953, 39.75175476074219, -6.2429633140563965, 10.386221885681152, -21.40735626220703, 14.688312530517578, -1.5520967245101929, 1.583096981048584, 3.3725650310516357, -5.321020126342773, 0.08193206787109375, 4.826787948608398, -7.97156286239624]",Im so sorry!,im sorry
6,17,surprise,1,4,0.0,0.448,"[-308.81854248046875, 54.86701202392578, 26.196575164794922, 0.5964741110801697, -17.339677810668945, 15.709134101867676, -0.01676991768181324, 10.827600479125977, -14.224074363708496, 1.587880253791809, -16.985633850097656, -4.306951522827148, -0.04898128658533096]",Look!,look
6,18,anger,3,15,0.0,1.1733333333333331,"[-173.8194122314453, 21.888750076293945, -8.545167922973633, 21.34722137451172, -14.739912986755371, 0.7142290472984314, -14.751363754272461, -2.8227949142456055, -11.835843086242676, 4.336355686187744, -1.8926374912261963, -9.542628288269043, -6.61063289642334]",This guy fell asleep!,guy fell asleep
6,19,anger,2,11,0.0,0.6186666666666667,"[-167.10987854003906, 0.9633720517158508, 3.567436695098877, 5.424187660217285, -21.876981735229492, 1.4404213428497314, -25.414188385009766, -6.82163143157959, -19.82930564880371, 1.9558874368667603, -13.163670539855957, -9.206480979919434, -2.8307723999023438]",He fell asleep too!,fell asleep
6,20,anger,1,3,-0.5411,0.8746666666666667,"[-157.73268127441406, 52.083343505859375, -35.74448013305664, 3.8382389545440674, -21.618038177490234, -5.4985504150390625, -30.586214065551758, 0.6300822496414185, -15.95268726348877, -2.4638006687164307, -22.217906951904297, -9.348630905151367, -2.3253631591796875]",Be mad at him!,mad
6,21,anger,2,14,0.0,1.8773333333333333,"[-228.13674926757812, 69.83331298828125, -22.3333683013916, -0.4916782081127167, -17.17734718322754, 6.294756889343262, -15.49328899383545, -0.12383992224931717, -2.935962438583374, -2.523695230484009, -2.4187071323394775, -6.910114765167236, -6.70136833190918]","Or, call an ambulance.",call ambulance
7,0,neutral,7,42,-0.128,2.88,"[-317.5743103027344, 66.04400634765625, -13.692051887512207, 35.882347106933594, 4.3083977699279785, 3.6258413791656494, -17.151691436767578, -2.139375925064087, -3.693153142929077, 7.171730041503906, -3.428607225418091, -1.9865210056304932, -13.71446704864502]","Okay, look, I think we have to tell Rachel she messed up her dessert.",okay look think tell rachel messed dessert
7,1,anger,5,39,0.0,4.096,"[-339.1317138671875, 50.96821594238281, -3.3643317222595215, 12.571366310119629, -0.3064844310283661, 1.7113584280014038, -24.80350112915039, 3.320882797241211, -15.16061019897461, 0.15744468569755554, -6.913094997406006, -2.685335397720337, -10.247846603393555]","What?! What is with everybody? Its Thanksgiving, not...Truth-Day!",everybody its thanksgiving ... truth-day
8,0,neutral,4,19,0.6597,4.096,"[-333.6390380859375, 93.46947479248047, -16.48385238647461, 29.523752212524414, -7.90352725982666, -3.309084415435791, -11.983809471130371, 7.640303134918213, -2.0770046710968018, -4.7795281410217285, -2.314558506011963, -1.611638069152832, 3.1459052562713623]","Yes, and it is my dying wish to have that ring.",yes dying wish ring
